# Pakistan Customs Tariff,2025-26,generated 2026-08-31,7594 codes,source: FBR published tariff (no token required)
Code,Description
8701.9310,"Components for the assembly / manufacture of agricultural tractors, in any kit form"
8701.9320,"Agricultural Tractors, having an engine capacity exceeding 37 kW but not exceeding 75 kW"
8701.9390,Other
8701.9400,Exceeding 75 kW but not exceeding 130 kW
8701.9500,Exceeding 130 kW
8702.1010,"Components for assembly / manufacture of vehicles, in any kit form"
8702.1090,Other - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion
8702.2010,"Components for assembly / manufacture of vehicles, in any kit form"
8702.2090,Other - With both spark-ignition internal combustion piston engine and electric motor as motors for propulsion
8702.3010,"Components for assembly / manufacture of vehicles, in any kit form"
8702.3090,Other - With only electric motor for propulsion
8702.4010,"Components for assembly / manufacture of vehicles, in any kit form"
8702.4090,Other - Other
8702.9010,"Components for assembly / manufacture of vehicles, in any kit form"
8702.9020,"Components for assembly / manufacture of Fully dedicated LNG/ LPG or CNG buses, in any kit form"
8702.9030,Fully dedicated LNG buses (CBU)
8702.9040,Fully dedicated LPG buses (CBU)
8702.9050,Fully dedicated CNG buses (CBU)
8702.9090,Other
8703.1000,"Vehicles specially designed for traveling on snow, golf cars and similar vehicles"
8703.2111,"Components for the assembly/ manufacture of vehicles, in any kit form excluding those of headings"
8703.2112,"Components for the assembly / manufacture of mini van type vehicles, in any kit form"
8703.2113,", 8703.2193, 8703.2195, 8703.2240 and"
8703.2114,"Components for the assembly/ manufacture of auto rickshaws, in any kit form"
8703.2115,Auto rickshaws (CBU)
8703.2119,Other - - - Of a cylinder capacity exceeding 850cc but not exceeding 1000cc
8703.2191,"Components for the assembly / manufacture of vehicles, in any kit form excluding those of heading"
8703.2192,"Components for the assembly / manufacture of 4x4 vehicles, in any kit form"
8703.2193,", 8703.2195, 8703.2240, 8704.3130 and"
8703.2194,"Components for the assembly / manufacture of Mini Van, in any kit form"
8703.2195,", 8703.2240, 8704.3130 and 8704.3190 (5) Exhaust manifold (Iron Casting Type) for automotive engines as well as of motor cars of heading 87.03 and vehicles of sub-heading 8703.2113, 8703.2195, 8703.2240,"
8703.2199,"Other - - Of a cylinder capacity exceeding 1,000cc but not exceeding 1,500 cc"
8703.2210,"Components for the assembly / manufacture of vehicles, in any kit form excluding those of heading"
8703.2220,Vehicles of a cylinder capacity exceeding 1000cc but not exceeding 1300cc
8703.2230,"Components for the assembly / manufacture of mini van, in any kit form"
8703.2240,", 8704.3130 and 8704.3190"
8703.2250,Components for the assembly / manufacture of sport utility vehicles in any kit form
8703.2260,", 8703.2313, 8703.2323, 8703.3223, 8703.3225,"
8703.2290,"Other - - Of a cylinder capacity exceeding 1,500cc but not exceeding 3,000cc: - - - Of a capacity exceeding 1,500cc but not exceeding"
8703.2311,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.2312,Components for the assembly / manufacture of sport utility vehicles in any kit form
8703.2313,Sport utility vehicles
8703.2319,"Other - - - Other, of a capacity exceeding 1,800cc but not exceeding 3,000cc"
8703.2321,"Components for the assembly / manufacture of vehicles, in any kit form excluding of heading 8703.2323 100"
8703.2322,"Components for the assembly / manufacture of sport utility vehicles 4X4, in any kit form 100"
8703.2323,Sport utility vehicles (SUVs 4x4) 100
8703.2329,"Other 100 - - Of a cylinder capacity exceeding 3,000cc"
8703.2410,"Components for the assembly / manufacture of vehicles, in any kit form 100"
8703.2490,"Other 100 - Other vehicles, with only compression-ignition internal combustion piston engine (diesel or semi-diesel): - - Of a cylinder capacity not exceeding 1,500cc"
8703.3111,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.3112,"Other - - - - Of a cylinder capacity exceeding 850cc but not exceeding 1,000cc"
8703.3121,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.3129,"Other - - - Of a cylinder capacity exceeding 1,000cc but not exceeding 1,500cc"
8703.3131,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.3139,"Other - - Of a cylinder capacity exceeding 1,500cc but not exceeding 2,500 cc: - - - Of a capacity exceeding 1,500 cc but not exceeding"
8703.3211,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.3219,"Other - - - Other, of a capacity exceeding 1,800 cc but not exceeding 2,500 cc"
8703.3221,"Components for the assembly/ manufacture of vehicles, in any kit form excluding those of headings"
8703.3222,"Components for the assembly / manufacture of sport utility vehicles, in any kit form 100"
8703.3223,", 8703.3225 and 8703.3227 100"
8703.3224,"Components for assembly / manufacture of all terrain vehicles (4x4), in any kit form 100"
8703.3225,All terrain vehicles (4x4) 100
8703.3226,Components for assembly/manufacture of specially designed twin cabin type taxi of sub-heading 8703.3227
8703.3227,"Specially designed twin cabin type taxi in CBU, build on girder chassis with the following features: (1) Attack resistance central division along with payment tray"
8703.3229,Other 100 - - Of a cylinder capacity exceeding 2500cc
8703.3310,"Components for the industrial assembly/ manufacture of vehicles, in any kit form 100"
8703.3390,"Other 100 - Other vehicles, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion, other than those capable of being charged by"
8703.4011,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.4019,Other - - - Of a cylinder capacity exceeding 850cc but not exceeding 1000cc
8703.4021,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.4029,"Other - - - Of a cylinder capacity exceeding 1,000cc but not exceeding 1,500cc"
8703.4031,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.4032,Vehicles of a cylinder capacity exceeding 1000cc but not exceeding 1300cc
8703.4039,"Other - - - Of a capacity exceeding 1,500 cc but not exceeding 1,800 cc"
8703.4041,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.4049,"Other - - - Of a cylinder capacity exceeding 1,800cc but not exceeding 3,000 cc"
8703.4051,"Components for the assembly / manufacture of vehicles, in any kit form 100"
8703.4059,"Other 100 - - - Of a cylinder capacity exceeding 3,000cc"
8703.4061,"Components for the assembly / manufacture of vehicles, in any kit form 100"
8703.4069,"Other 100 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those"
8703.5011,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.5019,Other - - - Of a cylinder capacity exceeding 850cc but not exceeding 1000cc
8703.5021,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.5029,"Other - - - Of a cylinder capacity exceeding 1,000cc but not exceeding 1,500cc"
8703.5031,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.5039,"Other - - - Of a capacity exceeding 1,500 cc but not exceeding 1,800 cc"
8703.5041,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.5049,"Other - - - Of a cylinder capacity exceeding 1,800cc but not exceeding 2,500cc"
8703.5051,"Components for the assembly / manufacture of vehicles, in any kit form 100"
8703.5059,"Other 100 - - - Of a cylinder capacity exceeding exceeding 2,500cc"
8703.5061,"Components for the assembly / manufacture of vehicles, in any kit form 100"
8703.5069,"Other 100 - Other vehicles, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion, capable of being charged by plugging to"
8703.6011,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.6019,Other - - - Of a cylinder capacity exceeding 850cc but not exceeding 1000cc
8703.6021,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.6029,"Other - - - Of a cylinder capacity exceeding 1,000cc but not exceeding 1,500cc"
8703.6031,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.6032,"Vehicles of a cylinder capacity exceeding 1,000cc but not exceeding 1,300cc"
8703.6039,"Other - - - Of a capacity exceeding 1,500 cc but not exceeding 1,800 cc"
8703.6041,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.6049,"Other - - - Of a cylinder capacity exceeding 1,800cc but not exceeding 3,000 cc"
8703.6051,"Components for the assembly / manufacture of vehicles, in any kit form 100"
8703.6059,"Other 100 - - - Of a cylinder capacity exceeding 3,000cc"
8703.6061,"Components for the assembly / manufacture of vehicles, in any kit form 100"
8703.6069,"Other 100 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being"
8703.7011,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.7019,"Other - - - Of a cylinder capacity exceeding 850cc but not exceeding 1,000cc"
8703.7021,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.7029,"Other - - - Of a cylinder capacity exceeding 1,000cc but not exceeding 1,500cc"
8703.7031,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.7039,"Other - - - Of a capacity exceeding 1,500 cc but not exceeding 1,800cc"
8703.7041,"Components for the assembly / manufacture of vehicles, in any kit form"
8703.7049,"Other - - - Of a cylinder capacity exceeding 1,800cc but not exceeding 2,500cc"
8703.7051,"Components for the assembly / manufacture of vehicles, in any kit form 100"
8703.7059,"Other 100 - - - Of a cylinder capacity exceeding exceeding 2,500cc"
8703.7061,"Components for the assembly / manufacture of vehicles, in any kit form 100"
8703.7069,"Other 100 - Other vehicles, with only electric motor for propulsion"
8703.8010,"Components for the assembly / manufacture of vehicles, in any kit form excluding those of heading"
8703.8020,"Components for the assembly / manufacture of electric auto rickshaw, in any kit form"
8703.8030,(4) Rubber cushions for bonnet for vehicles of heading
8703.8090,Other
8703.9000,Other 100
8704.1010,Components for assembly/ manufacture of Dump trucks designed for off-highway use
8704.1090,"Other - Other, with only compression-ignition internal combustion piston engine (diesel or semi-diesel) : - - g.v.w. not exceeding 5 tonnes"
8704.2110,"Components for the assembly / manufacture of vehicles, in any kit form"
8704.2190,"and 8704.3190 (5) Rubber cushions for bonnet, rubber drain plug, hole covers and pads / cushions for absorbing shock / noise in struts / suspensions, for vehicles of heading 87.03"
8704.2211,"Components for the assembly / manufacture of vehicles, in any kit form"
8704.2212,CBU 2 axle
8704.2213,CBU above 2 axle
8704.2219,(5) Air cleaner hoses for vehicles of sub - headings 8704.2299 and 8704.2390
8704.2291,"Components for the assembly / manufacture of vehicles, in any kit form"
8704.2292,CBU 2 axle
8704.2293,CBU above 2 axle
8704.2299,and 8704.2390
8704.2310,"Components for the assembly / manufacture of vehicles, in any kit form"
8704.2320,CBU 2 axle
8704.2330,CBU above 2 axle
8704.2390,"(3) Pulleys for crank shaft, alternator and water pump for agricultural tractors of sub - headings 8701.9220 and"
8704.3110,"Components for the assembly / manufacture, in any kit form excluding those of heading 8704.3130 and"
8704.3120,"Components for the assembly / manufacture of mini cargo van, in any kit form"
8704.3130,and 8704.3190 (2) Hose side demister for vehicles of heading 87.03
8704.3140,"Components for the assembly / manufacture of 3-wheeler cargo loader, in any kit form"
8704.3150,", 8704.3190 and vehicles of heading 87.11 (other than foam type)"
8704.3190,"(8) Trim door opening and door moulding for door opening for motor cars of heading 87.03 and vehicles of sub - heading 8703.2113, 8703.2193, 8703.2195, 8703.2240 and"
8704.3210,Components for assembly/ manufacture of vehicles in any kit form
8704.3220,CBU 2 axle
8704.3230,CBU above 2 axle
8704.3290,"Other - Other, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion"
8704.4100,g.v.w. not exceeding 5 tonnes
8704.4200,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes
8704.4300,"g.v.w. exceeding 20 tonnes - Other, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion"
8704.5100,g.v.w. not exceeding 5 tonnes
8704.5200,g.v.w. exceeding 5 tonnes - Other with only electric motor for propulsion
8704.6010,"Components for the assembly / manufacture of vehicles, in any kit form excluding those of heading"
8704.6020,"Components for the assembly / manufacture of Electric trucks, in any kit form"
8704.6030,Electric trucks (CBU)
8704.6090,Other
8704.9000,Other
8705.1000,Crane lorries
8705.2000,Mobile drilling derricks
8705.3000,Fire fighting vehicles
8705.4000,Concrete-mixer lorries
8705.9000,Other
8706.0000,"Chassis fitted with engines, for the motor vehicles of headings"
8707.1000,For vehicles of heading 87.03 - Other
8707.9010,For vehicles of headings 8704.2190 and 8704.3190
8707.9090,Other
8708.1010,(1) Bumpers (sheet metal) for vehicles of sub - heading
8708.1020,(1) Following components for vehicles of heading (i) Front and Rear Bumper and parts thereof (ii) Member/reinforcement for bumpers (iii) Side supports / stay/ bracket for bumpers
8708.1090,Other - Other parts and accessories of bodies (including cabs): - - Safety seat belts
8708.2110,"For vehicles of heading 87.03 and vehicles of subheadings 8704.2190, 8704.3130 and 8704.3190"
8708.2120,For vehicles of heading 87.02 and sub-headings
8708.2190,Other
8708.2200,"Front windscreens (windshields), rear windows and other windows specified in Subheading Note 1 to this Chapter"
8708.2911,(A) Following components for vehicles of sub-heading
8708.2919,Other
8708.2920,Following components for vehicles of heading 87.02 : (1)Battery carrier assembly and parts thereof (2) Cross members for frame (3) Engine hood and parts thereof
8708.2931,(A) Following components for motor cars of heading
8708.2932,(A) Following components for motor cars of sub-heading 8703.2119 and 8703.3112: (1) Sash front door rear R/L (excl. door windows) (2) Sash rear door center (excl. door windows)
8708.2939,Other - - - For vehicles of heading 87.04
8708.2941,(A) Following components for vehicles of sub - heading 8704.2190
8708.2942,(A) Following components for vehicles of sub - heading 8704.2219
8708.2949,Other
8708.2990,Other - Brakes and servo-brakes; parts thereof
8708.3010,(A) Following components for vehicles of heading
8708.3020,"Following components for vehicles of heading 87.03 (1) Brake pedal box assembly and parts, top cover for brake pedal (sheet metal), hand brake lever assembly and parts and brake pipes of vehicles of sub – heading"
8708.3031,"(A) Following components, of vehicles of sub - heading 8704.2190"
8708.3032,"(A) Following components, of vehicles of sub - heading 8704.2219"
8708.3039,Other
8708.3090,Other - - - Other - Gear boxes and parts thereof
8708.4010,Following components for agricultural tractors of sub-headings 8701.9220 and 8701.9320
8708.4090,"Other - Drive-axles with differential, whether or not provided with other transmission components and non driving axles; parts thereof"
8708.5010,"(1) Built up drive axles with hub and brake drum for vehicles of heading 87.02 and sub - headings 8701.2090,"
8708.5020,(1) Built up drive axles for vehicles of sub – heading
8708.5090,Other - Road wheels and parts and accessories thereof
8708.7010,"Road wheels (excluding casted), rims discs, caps, ornaments and weights for vehicles of heading 87.03 and vehicles of sub-headings 8704.2190, 8704.3130, 8704.3150 and 8704.3190"
8708.7020,"Road wheels (excluding casted), rims, discs, caps, ornaments and weights for vehicles of heading 87.02 and sub-headings 8701.9220, 8701.9320, 8704.2219,"
8708.7090,Other - Suspension System and parts thereof (including Shock absorbers)
8708.8010,"(1) Suspension Shock absorbers for motor cars of heading 87.03 and vehicles of sub-headings 8703.2113,"
8708.8020,"Pin for shock absorbers (4x2 vehicles only) for vehicles of sub headings 8701.2020, 8701.2090, and 8701.9060"
8708.8090,Other - Other parts and accessories: - - Radiators and parts thereof
8708.9110,Radiator of a kind with aluminum core
8708.9120,"Radiator other than aluminum core for vehicles of heading 87.03 and vehicles of sub-headings 8704.2190,"
8708.9130,"Radiator other than aluminum core, for vehicles of heading 87.02 and sub-headings 8701.2020 (4x2 vehicles only), 8701.2090,, 8701.9060, 8704.2219, 8704.2299,"
8708.9190,Other - - Silencers (Mufflers) and exhaust pipes; parts thereof
8708.9210,"Silencers, mufflers and exhaust pipes for vehicles of heading 87.03 and vehicles of sub-headings 8704.2190,"
8708.9220,"Silencers, mufflers and exhaust pipesfor vehicles of heading 87.02 and sub-headings 8701.2020 (4x2 vehicles only), 8701.2090, 8701.2040, 8701.9220, 8701.9320,"
8708.9290,Other - - Clutches and parts thereof
8708.9310,"(1) Upper and lower plates for clutch housing (other than clutch plate) of a kind used with engines not exceeding 1200cc for motor cars of heading 87.03 and vehicles of sub-heading 8703.2113, 8703.2195, 8703.2240, 8704.3130 and"
8708.9320,Following parts for agricultural tractors of sub-headings 8701.9220 and 8701.9320 : (1) Clutches (with or without driven plates) (2) Fork for clutches
8708.9390,"Other - - Steering wheels, steering columns and steering boxes; and parts thereof"
8708.9410,"(1) Steering wheels (non air bag/ non PU foamed type) for motor cars of heading 87.03 not exceeding 1200cc and vehicles of sub-headings 8703.2113, 8703.2193,"
8708.9420,(1) Steering wheels (non foamed) and covers steering shafts for vehicles of sub - heading 8704.2219
8708.9490,Other
8708.9500,Safety Air bags with inflator system; parts thereof - - Other
8708.9910,"Following components for vehicles of heading 87.01: (A) For vehicles of heading 8701.2020, 8701.2090 and"
8708.9920,Following components for vehicles of heading 87.02 : (1) Accelerator / Brake / Clutch pedal assemblies and parts thereof (2) Air cleaner housing
8708.9930,For the vehicles of heading 87.03: (A) Following components for motor cars of heading 87.03 (1) Air cleaner housing assembly and parts thereof (2) Arms for fan belt adjusting
8708.9940,Following components for vehicles of sub - heading
8708.9950,"Following components, for vehicles of heading 87.04 (A) For vehicles of sub-heading 8704.2219: (1) Air cleaner housing (sheet metal) (2) Air intake pipe and its hood"
8708.9990,Other
8709.1100,Electrical
8709.1900,Other
8709.9000,Parts
8710.0010,Armoured cash carrying vehicles
8710.0090,Other
8711.1010,Components for the assembly / manufacture of vehicles in any kit form
8711.1090,Other - With internal combustion piston engine of a cylinder capacity exceeding 50cc but not exceeding 250cc
8711.2010,"Components for the assembly / manufacture of vehicles, in any kit form"
8711.2090,Other - With internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc
8711.3010,"Components for the assembly / manufacture of vehicles, in any kit form"
8711.3020,Motorcycle rickshaws in CBU
8711.3090,Other - With internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800cc
8711.4010,"Components for the assembly / manufacture of vehicles, in any kit form"
8711.4090,Other - With internal combustion piston engine of a cylinder capacity exceeding 800cc
8711.5010,"Components for the assembly / manufacture of vehicles, in any kit form"
8711.5090,Other - With electric motor for propulsion
8711.6010,"Components for the assembly / manufacture of vehicles, in any kit form excluding those of headings"
8711.6020,"Self-balancing, electrically-powered two wheeled transportation device (hoverboard, smart scooter, drift vehicles)"
8711.6030,"Components for the assembly / manufacture of electric motorcycles, in any kit form"
8711.6040,and 8711.6060
8711.6050,"Components for the assembly / manufacture of 3-wheeler electric loader, in any kit form"
8711.6060,3-Wheeler electric loader (CBU)
8711.6090,Other - Other
8711.9010,"Components for the assembly / manufacture of vehicles, in any kit form"
8711.9090,Other
8712.0000,"Bicycles and other cycles (including delivery tricycles), not motorised"
8713.1000,Not mechanically propelled
8713.9000,Other
8714.1010,Saddles
8714.1020,"Following components for vehicles of heading 87.11:- (1) Air cleaner assembly and parts thereof (2) Axles (front, rear, collar) and parts thereof (3) Battery Box"
8714.1030,Drum gear shift for vehicles of heading 87.11
8714.1040,Following components for vehicles of heading 87.11:- (A) For front shocks: (1) Pipe seat (2) Seat bottom
8714.1090,Other
8714.2000,Of carriages for disabled persons - Other
8714.9100,"Frames and forks, and parts thereof"
8714.9200,"Wheel rims and spokes - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels"
8714.9310,Free wheel sprocket wheel for bicycle of heading 87.12
8714.9390,Other
8714.9400,"Brakes, including coaster braking hubs and hub brakes,and parts thereof"
8714.9500,Saddles
8714.9600,"Pedals and crank-gear, and parts thereof"
8714.9900,Other
8715.0000,Baby carriages and parts thereof
8716.1010,"Components for the assembly / manufacture of vehicles, in any kit form"
8716.1090,Other - Self-loading or self-unloading trailers and semi-trailers for agriculture purposes
8716.2010,"Components for the assembly / manufacture of vehicles, in any kit form"
8716.2090,Other - Other trailers and semi-trailers for the transport of goods: - - Tanker trailers and tanker semi-trailers
8716.3110,"Components for the assembly / manufacture of vehicles, in any kit form"
8716.3190,Other - - Other
8716.3910,"Components for the assembly / manufacture of vehicles, in any kit form"
8716.3990,Other - Other trailers and semi-trailers
8716.4010,"Components for the assembly / manufacture of vehicles, in any kit form"
8716.4090,Other - Other vehicles
8716.8010,"Components for the assembly / manufacture of vehicles, in any kit form"
8716.8090,Other
8716.9000,Parts
8801.0000,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft"
8802.1100,"Of an unladen weight not exceeding 2,000 kg"
8802.1200,"Of an unladen weight exceeding 2,000 kg"
8802.2000,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg"
8802.3000,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg"
8802.4000,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg"
8802.6000,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles
8804.0000,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto
8805.1000,Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof
8805.2100,Air combat simulators and parts thereof
8805.2900,Other
8806.1000,"Designed for the carriage of passengers - Other, for remote-controlled flight only"
8806.2100,With maximum take-off weight not more than 250 g
8806.2200,With maximum take-off weight more than 250 g but not more than 7 kg
8806.2300,With maximum take-off weight more than 7 kg but not more than 25 kg
8806.2400,With maximum take-off weight more than 25 kg but not more than 150 kg
8806.2900,Other - Other
8806.9100,With maximum take-off weight not more than 250 g
8806.9200,With maximum take-off weight more than 250 g but not more than 7 kg
8806.9300,With maximum take-off weight more than 7 kg but not more than 25 kg
8806.9400,With maximum take-off weight more than 25 kg but not more than 150 kg
8806.9900,Other
8807.1000,Propellers and rotors and parts thereof
8807.2000,Under-carriages and parts thereof
8807.3000,"Other parts of aeroplanes, helicopters or unmanned aircraft"
8807.9000,Other
8901.1000,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds"
8901.2000,Tankers
8901.3000,"Refrigerated vessels, other than those of subheading 8901.20"
8901.9000,Other vessels for the transport of goods and other vessels for the transport of both persons and goods
8902.0000,Fishing vessels; factory ships and other vessels for processing or preserving fishery products
8903.1100,"Fitted or designed to be fitted with a motor, unladen (net) weight (excluding the motor) not exceeding 100 kg"
8903.1200,Not designed for use with a motor and unladen (net) weight not exceeding 100 kg
8903.1900,"Other - Sailboats, other than inflatable, with or without auxiliary motor"
8903.2100,Of a length not exceeding 7.5 m
8903.2200,Of a length exceeding 7.5 m but not exceeding 24 m
8903.2300,"Of a length exceeding 24 m - Motorboats, other than inflatable, not including outboard motorboats"
8903.3100,Of a length not exceeding 7.5 m
8903.3200,Of a length exceeding 7.5 m but not exceeding 24 m
8903.3300,Of a length exceeding 24 m - Other
8903.9300,Of a length not exceeding 7.5 m
8903.9900,Other
8904.0000,Tugs and pusher craft
8905.1000,Dredgers
8905.2000,Floating or submersible drilling or production platforms
8905.9000,Other
8906.1000,Warships
8906.9000,Other
8907.1000,Inflatable rafts
8907.9000,Other
8908.0000,Vessels and other floating structures for breaking up
9001.1000,"Optical fibres, optical fibre bundles and cables"
9001.2000,Sheets and plates of polarising material
9001.3000,Contact lenses
9001.4000,Spectacle lenses of glass
9001.5000,Spectacle lenses of other materials
9001.9000,Other
9002.1100,"For cameras, projectors or photographic enlargers or reducers"
9002.1900,Other
9002.2000,Filters
9002.9000,Other
9003.1100,Of plastics
9003.1900,Of other materials
9003.9000,Parts
9004.1000,Sunglasses - Other
9004.9010,Night vision goggles
9004.9090,Other
9005.1000,Binoculars
9005.8000,Other instruments
9005.9000,Parts and accessories (including mountings)
9006.1000,Cameras of a kind used for preparing printing plates or cylinders
9006.3000,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes"
9006.4000,Instant print cameras - Other cameras
9006.5300,For roll film of a width of 35 mm
9006.5900,Other - Photographic flashlight apparatus and flashbulbs
9006.6100,"Discharge lamp (""electronic"") flashlight apparatus"
9006.6900,Other - Parts and accessories
9006.9100,For cameras
9006.9900,Other
9007.1000,Cameras
9007.2000,Projectors - Parts and accessories
9007.9100,For cameras
9007.9200,For projectors
9008.5000,"Projectors, enlargers and reducers"
9008.9000,Parts and accessories
9010.1000,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper
9010.5000,Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes
9010.6000,Projection screens
9010.9000,Parts and accessories
9011.1000,Stereoscopic microscopes
9011.2000,"Other microscopes, for photomicrography, cinephotomicrography or microprojection"
9011.8000,Other microscopes
9011.9000,Parts and accessories
9012.1000,Microscopes other than optical microscopes; diffraction apparatus
9012.9000,Parts and accessories
9013.1000,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI"
9013.2000,"Lasers, other than laser diodes"
9013.8000,"Other devices, appliances and instruments"
9013.9000,Parts and accessories
9014.1000,Direction finding compasses
9014.2000,Instruments and appliances for aeronautical or space navigation (other than compasses)
9014.8000,Other instruments and appliances
9014.9000,Parts and accessories
9015.1000,Rangefinders
9015.2000,Theodolites and tachymeters (tacheometers)
9015.3000,Levels
9015.4000,Photogrammetrical surveying instruments and appliances
9015.8000,Other instruments and appliances
9015.9000,Parts and accessories
9016.0010,Electronic
9016.0090,Other
9017.1010,"Plotters and other machines for designing textile garments, having CAD/CAM/CIM system"
9017.1090,Other
9017.2000,"Other drawing, marking-out or mathematical calculating instruments"
9017.3010,Micro Meter
9017.3020,Callipers and gauges - Other instruments
9017.8010,Measurig rod and tapes
9017.8090,Other
9017.9000,Parts and accessories
9018.1100,Electro-cardiographs
9018.1200,Ultrasonic scanning apparatus
9018.1300,Magnetic resonance imaging apparatus
9018.1400,Scintigraphic apparatus
9018.1900,Other
9018.2000,"Ultra-violet or infra-red ray apparatus - Syringes, needles, catheters, cannulae and the like: - - Syringes, with or without needles"
9018.3110,With needles
9018.3120,Without needles
9018.3200,Tubular metal needles and needles for sutures - - Other
9018.3910,Dextrose and saline infusion giving sets imported alongwith empty non-toxic bags for infusion solution
9018.3920,Dextrose and saline infusion giving sets - - - Catheter
9018.3931,Suction
9018.3932,Pulmonary artery
9018.3933,Foly's
9018.3939,Other
9018.3940,Cannula
9018.3950,Surgical needles
9018.3960,Endo tracheal tube
9018.3970,Balloons - - - Evacuated tubes for the collection and transport of blood
9018.3981,Of glass
9018.3982,Of PET
9018.3989,Other
9018.3990,"Other - Other instruments and appliances, used in dental sciences"
9018.4100,"Dental drill engines, whether or not combined on a single base with other dental equipment"
9018.4900,Other
9018.5000,Other ophthalmic instruments and appliances - Other instruments and appliances
9018.9010,Anesthesia aparatus
9018.9020,Stethoscopes
9018.9030,Surgical scissors
9018.9040,Surgical knives
9018.9050,Sphygmomano-meter
9018.9060,Infant incubators
9018.9070,Fibre dializers
9018.9090,Other
9019.1000,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus
9019.2010,Oxygenator with accessories
9019.2020,Ozone therapy apparatus
9019.2030,Acrosol therapy apparatus
9019.2090,Other
9020.0010,Gas masks
9020.0020,Other breathing appliances
9021.1000,Orthopaedic or fracture appliances - Artificial teeth and dental fittings
9021.2100,Artificial teeth
9021.2900,Other - Other artificial parts of the body
9021.3100,Artificial joints
9021.3900,Other
9021.4000,"Hearing aids, excluding parts and accessories"
9021.5000,"Pacemakers for stimulating heart muscles, excluding parts and accessories"
9021.9000,Other
9022.1200,Computed tomography apparatus
9022.1300,"Other, for dental uses"
9022.1400,"Other, for medical, surgical or veterinary uses"
9022.1900,"For other uses - Apparatus based on the use of alpha, beta or gamma radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy"
9022.2100,"For medical, surgical, dental or veterinary uses"
9022.2900,For other uses
9022.3000,X-ray tubes
9022.9000,"Other, including parts and accessories"
9023.0000,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses"
9024.1000,Machines and appliances for testing metals
9024.8000,Other machines and appliances
9024.9000,Parts and accessories
9025.1110,"Thermometers, clinical"
9025.1190,Other
9025.1900,Other - Other instruments
9025.8010,Hydrometers
9025.8020,Psychrometers
9025.8030,Temperature guages and sensors for agricultural tractors of sub-headings 8701.9220 and 8701.9320
9025.8090,Other
9025.9000,Parts and accessories
9026.1010,Following parts for agricultural tractors of sub-headings
